;Company;Symbol
751;Cemex S.A.B. De C.V.;CX
752;Colonial High Income Muni Trust;CXE
753;Colonial Investment Grade Muni Trust;CXH
754;Concho Resources Inc;CXO
755;Columbia Property Trust Inc;CXP
756;Corecivic Inc;CXW
757;China Yuchai International;CYD
758;Community Health Systems;CYH
759;Cys Investments Inc;CYS
760;Cys Investments Inc;CYS-A
761;Cys Investments Inc;CYS-B
762;Cosan Ltd;CZZ
763;Dominion Resources;D
764;Danaos Corp;DAC
765;Delta Air Lines Inc;DAL
766;Dana Inc;DAN
767;Darling International Inc;DAR
768;Tableau Software Inc Class A;DATA
769;Deutsche Bank Ag;DB
770;Diebold Nixdorf Inc;DBD
771;Doubleline Opportunistic Credi;DBL
772;Dreyfus Alcentra Global Credit Income 2024 Targe;DCF
773;Donaldson Company;DCI
774;Ntt Docomo Inc;DCM
775;Ducommun Inc;DCO
776;Dcp Midstream LP;DCP
777;Dct Industrial Trust Inc;DCT
778;Dominion Resources Inc;DCUD
779;Du Pont E I 3.50 Pfd;DD-A
780;Du Pont E I 4.50 Pfd;DD-B
781;3D Systems Corp;DDD
782;Dover Downs Gaming & Entertainment Inc;DDE
783;Delaware Dividend & Income;DDF
784;DDR Corp;DDR
785;DDR Corp Dep Shs Repstg 1/20Th Cl A Cum Red Pfd;DDR-A
786;DDR Corp;DDR-J
787;DDR Corp;DDR-K
788;Dillard's;DDS
789;Dillard's;DDT
790;Deere & Company;DE
791;Easterly Government Properties;DEA
792;Deckers Outdoor Corp;DECK
793;Douglas Emmett;DEI
794;Deltic Timber Corp;DEL
795;Diageo Plc;DEO
796;Despegar.Com Corp;DESP
797;Delaware Enhanced Global Dividend;DEX
798;Dean Foods Company;DF
799;Donnelly Financial Solutions Inc;DFIN
800;Flaherty & Crumrine Dynamic;DFP
801;Discover Financial Services;DFS
802;Dollar General Corp;DG
803;Quest Diagnostics Inc;DGX
804;Ditech Holding Corporation;DHCP
805;Dreyfus High Yield Strategies Fund;DHF
806;Dws High Income Opportunities Fund;DHG
807;D.R. Horton;DHI
808;Danaher Corp;DHR
809;Dht Holdings;DHT
810;Dice Holdings;DHX
811;Nuveen DOW;DIAX
812;Dineequity Inc;DIN
813;Walt Disney Company;DIS
814;Delek US Holdings;DK
815;Delek Logistics Partners LP;DKL
816;Dick's Sporting Goods Inc;DKS
817;Deutsch Bk Contingent Cap TR V;DKT
818;China Distance Education Holdings;DL
819;Dolby Laboratories;DLB
820;Dynagas Lng Partners LP 9.00% Series A;DLN-A
821;Dynagas Lng Partners LP;DLNG
822;Delphi Technologies Plc;DLPH
823;Digital Realty Trust;DLR
824;Digital Realty Trust Inc 6.625% Series C;DLR-C
825;Digital Realty Trust Inc;DLR-G
826;Digital Realty;DLR-H
827;Digital Rlty TR Inc Pfd Sr I %;DLR-I
828;Digital Realty Trust Inc Cum Redeemable Pfd Ser;DLR-J
829;Deluxe Corp;DLX
830;Dominion Midstream Partners LP;DM
831;Dreyfus Municipal Bond Infrastr;DMB
832;Western Asset Mortgage Defined Opp;DMO
833;Dun & Bradstreet Corp;DNB
834;Chartwell Dividend & Income Fund;DNI
835;Now Inc;DNOW
836;Duff & Phelps Utilities Income;DNP
837;Denbury Resources;DNR
838;Diamond Offshore Drilling;DO
839;Physicians Realty Trust;DOC
840;Masonite Wrldwde Hld;DOOR
841;Dover Corp;DOV
842;Duff & Phelps Global Utility I;DPG
843;Diplomat Pharmacy Inc;DPLO
844;Dr Pepper Snapple Group Inc;DPS
845;Domino's Pizza Inc;DPZ
846;Daqo New Energy;DQ
847;Drdgold Ltd;DRD
848;Duke Realty Corp;DRE
849;Diamondrock Hospitality Company;DRH
850;Darden Restaurants;DRI
851;Dril-Quip;DRQ
852;Dominion Resources Inc;DRUA
853;Drive Shack Inc;DS
854;Drive Shack Inc [Dspb];DS-B
855;Drive Shack Inc [Dspc];DS-C
856;Drive Shack Inc [Dspd];DS-D
857;Duff & Phelps Select Energy ML;DSE
858;Doubleline Income Solutions Fun;DSL
859;Dreyfus Strategic Muni Bond Fund;DSM
860;Dst Systems;DST
861;Blackrock Debt Strategies Fund;DSU
862;DSW Inc;DSW
863;Diana Shipping Inc;DSX
864;Diana Shipping;DSX-B
865;Diana Shipping Inc;DSXN
866;Dte Energy Company;DTE
867;Duff & Phelps Utilities Tax-Free Income;DTF
868;Dte Energy Company 2016 Series;DTJ
869;Deutsche Bk Contingent Cap TR I;DTK
870;Datalink Corp;DTL.P
871;Dte Energy Co;DTQ
872;Dte Energy Co;DTV
873;Dte Energy Company 2017 Series E 5.25% Jr;DTW
874;Dte Energy Co;DTY
875;Duff & Phelps Utility & Corporate Trust;DUC
876;Duke Energy Corp;DUK
877;Duke Energy Corp;DUKH
878;Davita Healthcare Partners Inc;DVA
879;Dover Downs Entertainment;DVD
880;Dell Technologies Inc Cl V;DVMT
881;Devon Energy Corp;DVN
882;Dowdupont Inc;DWDP
883;Dynex Capital;DX
884;Dynex Capital Inc;DX-A
885;Dynex Capital Inc;DX-B
886;Deutsche Bk Contingent Cap TR I;DXB
887;Dxc Technology Company;DXC
888;Dycom Industries;DY
889;Dynegy Inc;DYN
890;Dynegy Inc;DYN.A
891;Dynegy Inc 7.00% Tangible Equi;DYNC
892;Eni S.P.A.;E
893;First Mortgage Bonds;EAB
894;Entergy Arkansas Inc;EAE
895;Entergy Arkansas Inc;EAI
896;Ellington Residential Mortgage;EARN
897;Brinker International;EAT
898;Ennis Inc;EBF
899;Centrais Electricas Brazil;EBR
900;Centrais Eletricas Brasileiras;EBR.B
901;Emergent Biosolutions;EBS
902;Ecopetrol S.A.;EC
903;Encana Corp;ECA
904;Eagle Point Credit Co. Inc;ECC
905;Eagle Point Credit Company Inc;ECCA
906;Eagle Point Credit Company Inc;ECCB
907;Eagle Point Credit Company Inc;ECCY
908;Eagle Point Credit Co. Inc;ECCZ
909;Ecolab Inc;ECL
910;Channeladvisor Corp;ECOM
911;Eclipse Resources Corp;ECR
912;Eca Marcellus Trust I;ECT
913;Consolidated Edison Company of New York;ED
914;Emerging Markets Domestic Debt Fund;EDD
915;Stone Harbor Emerging Markets;EDF
916;Stone Harbor Emerging Markets;EDI
917;Empresa Distribuidora Y Comercializadora;EDN
918;Education Realty Trust Inc;EDR
919;New Oriental Education & Technology Group;EDU
920;El Paso Electric Company;EE
921;European Equity Fund;EEA
922;Enbridge Energy LP;EEP
923;Enbridge Energy Management Llc;EEQ
924;Emerald Expositions Events Inc;EEX
925;Ellington Financial Llc;EFC
926;Eaton Vance Floating-Rate Inco;EFF
927;Eaton Vance Floating-Rate 2022 Target Term Trust;EFL
928;Eaton Vance Senior Floating-Rate Fund;EFR
929;Eaton Vance Floating Rate Income Trust;EFT
930;Equifax Inc;EFX
931;Blackrock Enhanced Government Fund;EGF
932;8X8 Inc;EGHT
933;Eagle Growth and Income Opportu;EGIF
934;Engility Holdings Inc;EGL
935;Energen Corp;EGN
936;Eldorado Gold Corp;EGO
937;Eastgroup Properties;EGP
938;Vaalco Energy Inc;EGY
939;Encompass Health Corp.;EHC
940;Western Asset Global High;EHI
941;Ehi Car Services Ltd;EHIC
942;Eaton Vance High Income 2021 Ta;EHT
943;Employers Holdings Inc;EIG
944;Edison International;EIX
945;Estee Lauder Companies;EL
946;Entergy Louisiana Llc;ELC
947;E.L.F. Beauty Inc;ELF
948;Entergy Louisiana Llc;ELJ
949;Ellie Mae Inc;ELLI
950;Companhia Paranaense De Energia;ELP
951;Equity Lifestyle Properties;ELS
952;Entergy Louisiana Llc First M;ELU
953;Elevate Credit Inc;ELVT
954;Callaway Golf Company;ELY
955;Western Asset Emerging Market Debt Fund Inc;EMD
956;Emcor Group;EME
957;Emerge Energy Services LP;EMES
958;Templeton Emerging Markets Fund;EMF
959;Eastman Chemical Company;EMN
960;Clearbridge Energy MLP Opportu;EMO
961;Entergy Mississippi Inc 4.9% Bonds;EMP
962;Emerson Electric Company;EMR
963;Enbridge Inc;ENB
964;Enable Midstream Partners LP;ENBL
965;Enersis Americas S.A. American;ENIA
966;Enersis Chile S.A. ADR;ENIC
967;Entergy New Orleans Inc;ENJ
968;Enlink Midstream Llc;ENLC
969;Enlink Midstream Partners LP;ENLK
970;Entergy New Orleans Inc.First;ENO
971;Energizer Holdings Inc;ENR
972;Enersys Inc;ENS
973;Envestnet Inc;ENV
974;Enova International Inc;ENVA
975;Enzo Biochem;ENZ
976;Empresa Nacional De Electricida;EOCC
977;Wells Fargo Global Dividend Opportunity;EOD
978;Eog Resources;EOG
979;Eaton Vance Enhance Equity;EOI
980;Eaton Vance Enhanced Equity II;EOS
981;Eaton Vance Muni Income Trust;EOT
982;El Paso Egy Cap I Pr;EP-C
983;Epam Systems Inc;EPAM
984;Edgewell Personal Care;EPC
985;Enterprise Products Partners LP;EPD
986;Ep Energy Corp;EPE
987;Entertainment Properties Trust;EPR
988;Entertainment Prp Pf;EPR-C
989;Entertainment Ppty P;EPR-E
990;Epr Properties Pfd Ser G;EPR-G
991;Equity Commonwealth;EQC
992;Equity Commonwealth;EQC-D
993;Equity Commonwealth;EQCO
994;Eqt Gp Holdings LP;EQGP
995;Equity Midstream Partners LP;EQM
996;Equity Residential;EQR
997;Equus Total Return;EQS
998;Eqt Corp;EQT
999;Era Group Inc;ERA
1000;Enerplus Corp;ERF
1001;Embraer-Empresa Brasileira De Aeronautica;ERJ
1002;Eros International Plc;EROS
1003;Eversource Energy;ES
1004;Esco Technologies Inc;ESE
1005;Esterline Technologies Corp;ESL
1006;Essent Group Ltd;ESNT
1007;Empire State Realty Trust Inc;ESRT
1008;Essex Property Trust;ESS
1009;Earthstone Energy;ESTE
1010;Ensco Plc;ESV
1011;Eaton Vance Tax-Managed Buy-Write;ETB
1012;Energy Transfer Equity LP;ETE
1013;Eaton Vance Tax-Advantaged Global Dividend;ETG
1014;Ethan Allen Interiors Inc;ETH
1015;Eaton Vance Risk-Managed Diversified Equity;ETJ
1016;Entercom Communications Corp;ETM
1017;Eaton Corp;ETN
1018;Eaton Vance Tax-Advantage Global Dividend Opp;ETO
1019;Energy Transfer Partners;ETP
1020;Entergy Corp;ETR
1021;Eaton Vance Corp;ETV
1022;Eaton Vance Corp;ETW
1023;Eaton Vance Municipal Income T;ETX
1024;Eaton Vance Tax-Managed Diversified Equity;ETY
1025;Euronav Nv;EURN
1026;Eaton Vance Corp;EV
1027;Enviva Partners LP;EVA
1028;Entravision Communications Corp;EVC
1029;Eaton Vance Senior Income Trust;EVF
1030;Eaton Vance Short Diversified;EVG
1031;Evolent Health Inc Class A Com;EVH
1032;Envision Healthcare Holdings;EVHC
1033;Eaton Vance Muni Income Trust;EVN
1034;Evercore Partners Inc;EVR
1035;Everi Holdings Inc;EVRI
1036;Eaton Vance Tax Advantaged Dividend;EVT
1037;Evertec Inc;EVTC
1038;Edwards Lifesciences Corp;EW
1039;Exelon Corp;EXC
1040;Eaton Vance Tax-Advantaged Bond;EXD
1041;Eaton Vance Tax-Managed Global Diversified Equit;EXG
1042;Endeavour Silver Corp;EXK
1043;Eagle Materials Inc;EXP
1044;Express Inc;EXPR
1045;Extra Space Storage Inc;EXR
1046;Exterran Corp;EXTN
1047;First Mortgage Bonds;EZT
1048;Ford Motor Company;F
1049;Liberte Investors Inc;FAC
1050;First American Corp;FAF
1051;First Trust/Aberdeen Global Opportunity;FAM
1052;Flagstar Bancorp;FBC
1053;Fortune Brands Home & Security;FBHS
1054;Fb Financial Corp;FBK
1055;Foundation Building Materials Inc;FBM
1056;First Bancorp;FBP
1057;Fibria Celulose S.A.;FBR
1058;Franklin Covey Company;FC
1059;Fiat Chrysler Automobiles N.V.;FCAU
1060;Fcb Financial Holdings Inc;FCB
1061;Forest City Ent Cl A;FCE.A
1062;First Commonwealth Financial Corp;FCF
1063;First Cash Fin Svcs;FCFS
1064;Fti Consulting;FCN
1065;Four Corners Property Trust In;FCPT
1066;Senior Floating Rate II;FCT
1067;Freeport-Mcmoran Inc;FCX
1068;First Data Corp;FDC
1069;First Trust Dynamic Europe Equi;FDEU
1070;Fresh Del Monte Produce;FDP
1071;Factset Research Systems Inc;FDS
1072;Fedex Corp;FDX
1073;Firstenergy Corp;FE
1074;Four Seasons Education [Cayman] Inc;FEDU
1075;First Trust MLP and Energy Inc;FEI
1076;Foresight Energy LP;FELP
1077;Phoenix New Media Ltd;FENG
1078;First Trust/Aberdeen Emerging Opportunity Fund;FEO
1079;Forum Energy Technologies Inc;FET
1080;Futurefuel Corp;FF
1081;First Trust Enhanced Equity Income Fund;FFA
1082;Flaherty Crumrine/Claymore Preferred Securities;FFC
1083;Fbl Financial Group;FFG
1084;Fgl Holdings;FG
1085;Fgl Holdings WT;FG.W
1086;Specialty Finance and Financial Fund;FGB
1087;Ferrellgas Partners LP;FGP
1088;First Horizon National Corp;FHN
1089;First Horizon National Corpora;FHN-A
1090;Strategic High II;FHY
1091;Frank's International N.V.;FI
1092;Fair Isaac and Company Inc;FICO
1093;First Trust Energy Infrastruct;FIF
1094;Federated Investors;FII
1095;Fidelity National Information Services;FIS
1096;Fitbit Inc;FIT
1097;First Trust Senior Floating Rate 2022 Target Ter;FIV
1098;Comfort Systems USA;FIX
1099;Footlocker Inc;FL
1100;Flaherty & Crumrine/Claymore Total Return;FLC
1101;Flowers Foods;FLO
1102;SPX Flow Inc;FLOW
1103;Fluor Corp;FLR
1104;Flowserve Corp;FLS
1105;Fleetcor Technologies;FLT
1106;Fly Leasing Ltd;FLY
1107;FMC Corp;FMC
1108;Federated Premier Muni;FMN
1109;Fiduciary/Claymore MLP Opportunity Fund;FMO
1110;Fresenius Medical Care Corp;FMS
1111;Fmsa Holdings Inc;FMSA
1112;Fomento Economico Mexicano S.A.B. De C.V.;FMX
1113;First Trust/Fidac Mortgage Income Fund;FMY
1114;Fabrinet;FN
1115;F.N.B. Corp;FNB
1116;F.N.B. Corporation Representin;FNB-E
1117;Floor & Decor Holdings Inc;FND
1118;Fidelity National Financial;FNF
1119;Franco Nev Corp;FNV
1120;Ferro Corp;FOE
1121;Cohen & Steers Closed-End Opportunity Fund;FOF
1122;Forestar Group Inc;FOR
1123;First Trust Intermediate Durat;FPF
1124;Five Point Holdings Llc Class A;FPH
1125;Farmland Partners Inc;FPI
1126;Farmland Partners Inc;FPI-B
1127;First Trust New Opportunities M;FPL
1128;First Industrial Realty Trust;FR
1129;Blackrock Floating Rate Income Fund;FRA
1130;Keane Group Inc;FRAC
1131;First Republic Bank;FRC
1132;First Republic Bank San Francis;FRC-D
1133;First Republic Bank;FRC-E
1134;First Republic Bank;FRC-F
1135;First Republic Bank;FRC-G
1136;First Republic Bank [San Francisco Ca] Dep Shs R;FRC-H
1137;Frontline Ltd;FRO
1138;Federal Realty Investment Trust;FRT
1139;Federal Realty Investment Dep Shs Repstg 1/1000T;FRT-C
1140;Franklin Financial Network Inc;FSB
1141;High Income Long Short Fund;FSD
1142;FS Investment Corp;FSIC
1143;Fortuna Silver Mines;FSM
1144;Federal Signal Corp;FSS
1145;Franklin Universal Trust;FT
1146;Fortress Transportation & Infra;FTAI
1147;Technipfmc Plc;FTI
1148;Flotek Industries;FTK
1149;Fortis Inc;FTS
1150;Fts International Inc.;FTSI
1151;Fortive Corp;FTV
1152;H. B. Fuller Company;FUL
1153;Cedar Fair LP;FUN
1154;Genpact Ltd;G
1155;Gabelli Equity Trust;GAB
1156;Gabelli Eq TR Pfd D;GAB-D
1157;The Gabelli Equity Trust Inc;GAB-G
1158;The Gabelli Eqty Trust Inc;GAB-H
1159;Gabelli Equity Trust Inc;GAB-J
1160;General American Investors;GAM
1161;Genl Amer Invs Pfd;GAM-B
1162;GATX Corp;GATX
1163;Guggenheim Build America Bonds;GBAB
1164;Gamco Investors;GBL
1165;Greenbrier Companies;GBX
1166;Gain Capital Holdings;GCAP
1167;Greater China Fund;GCH
1168;Gannett Co. Inc;GCI
1169;Genesco Inc;GCO
1170;Gcp Applied Technologies Inc C;GCP
1171;Gabelli Convertible and Income Securities;GCV
1172;Gabelli 6.00% Pfd B;GCV-B
1173;General Dynamics Corp;GD
1174;Godaddy Inc;GDDY
1175;Gardner Denver Holdings Inc;GDI
1176;The Gdl Fund;GDL
1177;The Gdl Fund Series B Cumulativ;GDL-B
1178;Western Asset Global Corporate Defined;GDO
1179;Green Dot Corp;GDOT
1180;Gabelli Dividend;GDV
1181;Gabelli Dv;GDV-A
1182;Gabelli Pref D;GDV-D
1183;Gabelli Dividend & Income Trust;GDV-G
1184;General Electric Company;GE
1185;General Electric Capital Corpo;GEB
1186;Greif Bros. Corp;GEF
1187;Greif Bros. Corp;GEF.B
1188;General Electric Capital Corpo;GEH
1189;General Electric Capital Corpo;GEK
1190;Genesis Energy LP;GEL
1191;Genesis Healthcare Inc;GEN
1192;Geo Group Inc;GEO
1193;Goldman Sachs MLP Energy Renai;GER
1194;Guess Inc;GES
1195;New Germany Fund;GF
1196;Gafisa S.A.;GFA
1197;Griffon Corp;GFF
1198;Gold Fields Ltd;GFI
1199;Western Asset Variable Rate Strategic;GFY
1200;Goldcorp Inc;GG
1201;Gerdau S.A.;GGB
1202;Graco Inc;GGG
1203;Guggenheim Credit Allocation F;GGM
1204;Ggp Inc;GGP
1205;Ggp Inc Prf A;GGP-A
1206;Gabelli Global Multi-Media Trust;GGT
1207;Gabelli Global Multi-Media Trus;GGT-B
1208;Gabelli Multimedia Trust Inc Pfd Ser E;GGT-E
1209;Gabelli Global Small and Mid CA;GGZ
1210;Gabelli Global Small and Mid CA;GGZ-A
1211;Graham Holdings Company;GHC
1212;Greenhill & Co. Inc;GHL
1213;Graham Corp;GHM
1214;Prudential Global Short Durati;GHY
1215;CGI Group;GIB
1216;Gigcapital Inc. Common Stock;GIG
1217;Gig Capital Rt Rights;GIG.P
1218;Gigcapital Inc Unit;GIG.U
1219;Gig Capital WT Warrant;GIG.W
1220;Gildan Activewear;GIL
1221;Templeton Global;GIM
1222;General Mills;GIS
1223;Strats Sm Trust For United States Cellular Corp;GJH
1224;Strats Sm Trust For Wal-Mart Stores Inc Securiti;GJO
1225;Strats Sm Trust For Dominion Resources Inc Secur;GJP
1226;Strats Sm Trust For The Procter & Gamble Co Secu;GJR
1227;Strats Sm Trust For Goldman Sachs Group Securiti;GJS
1228;Strats Sm Trust For Allstate Corp Securities Ser;GJT
1229;Strats Sm Trust For News Corp Securities Series;GJV
1230;Glaukos Corp;GKOS
1231;Gaslog Partners LP 8.625% Series A;GLO-A
1232;Gaslog Partners LP Perp Pref Unit Ser B Fixed/Fl;GLO-B
1233;Gaslog Partners LP 8.75% Series A;GLO-G
1234;Globant S.A.;GLOB
1235;Gaslog Ltd;GLOG
1236;Gaslog Partners LP;GLOP
1237;Global Partners LP;GLP
1238;Glatfelter;GLT
1239;Corning Inc;GLW
1240;General Motors Company;GM
1241;General Mtrs;GM.B
1242;Gamestop Corp;GME
1243;Globus Medical Inc;GMED
1244;Global Med REIT Inc Pfd.;GMR-A
1245;Global Medical REIT Inc;GMRE
1246;Gms;GMS
1247;GATX Corporation 5.625% Senior;GMTA
1248;Goldman Sachs MLP Income Oppor;GMZ
1249;GNC Holdings Inc;GNC
1250;Genie Energy Ltd Class B;GNE
1251;Genie Energy Ltd Series;GNE-A
1252;Genco Shipping & Trading Ltd;GNK
1253;Global Net Lease Inc;GNL
1254;Global Net Lease Inc 7.25% Pfd Ser A;GNL-A
1255;Generac Holdings Inc;GNRC
1256;Gener8 Maritime Inc;GNRT
1257;Gabelli Natural Resources Gold;GNT
1258;Gamco Natural Resources Gold & Income Trust;GNT-A
1259;Genworth Financial Inc;GNW
1260;Claymore/Guggenheim Strategic Fund;GOF
1261;Gol Linhas Aereas Inteligentes S.A.;GOL
1262;Acushnet Holdings Corp;GOLF
1263;Canada Goose Holdings Inc Subordinate Voting Sh;GOOS
1264;Genuine Parts Company;GPC
1265;Group 1 Automotive;GPI
1266;Georgia Power Company Series 2017A 5.00% Jr;GPJA
1267;Graphic Packaging Holding Company;GPK
1268;Guggenheim Enhanced Equity;GPM
1269;Granite Point Mortgage Trust Inc;GPMT
1270;Global Payments Inc;GPN
1271;Geopark Hldgs Lmtd;GPRK
1272;Gap Inc;GPS
1273;Gramercy Property Trust;GPT
1274;Gramercy Property Trust;GPT-A
1275;Gp Strategies Corp;GPX
1276;W.R. Grace & Company;GRA
1277;Graa Y Montero S.A.A;GRAM
1278;Gorman-Rupp Company;GRC
1279;Granite Real Estate Investment;GRP.U
1280;Asia Tigers Fund;GRR
1281;Grubhub Inc;GRUB
1282;The Gabelli Healthcare & Wellness Trust;GRX
1283;The Gabelli Healthcare & Welln;GRX-A
1284;The Gabelli Healthcare & Welln;GRX-B
1285;Goldman Sachs Group;GS
1286;Goldman Sachs Pfd Series A;GS-A
1287;Goldman Sachs Pfd Series B;GS-B
1288;Goldman Sachs Pfd Series C;GS-C
1289;Goldman Sachs Pfd Series D;GS-D
1290;Goldman Sachs Pfd Series J;GS-J
1291;Goldman Sachs Pfd Series K;GS-K
1292;Goldman Sachs Pfd Series N;GS-N
1293;Goldman Sachs Bdc Inc;GSBD
1294;Guangshen Railway Company;GSH
1295;Glaxosmithkline Plc;GSK
1296;Global Ship Lease Inc;GSL
1297;Global Ship Lease Inc;GSL-B
1298;Gates Industrial Corporation Plc Ordinary Shares;GTES
1299;Gray Television;GTN
1300;Gray Television;GTN.A
1301;Triple-S Management Corp;GTS
1302;Global Telcom & Technology Inc;GTT
1303;Getty Realty Corp;GTY
1304;Gabelli Utility Trust;GUT
1305;Gabelli Util Pfd A;GUT-A
1306;Gabelli Utility Trust;GUT-C
1307;Granite Construction Inc;GVA
1308;Great Western Bancorp Inc;GWB
1309;Genesee & Wyoming;GWR
1310;Guidewire Software Inc;GWRE
1311;W.W. Grainger;GWW
1312;Great Plains Energy Inc;GXP
1313;Cabco Series 2004-101 Trust;GYB
1314;Corporate Asset Backed Corp Cabco;GYC
1315;Gazit-Globe Ltd;GZT
1316;Hyatt Hotels Corp;H
1317;Haemonetics Corp;HAE
1318;Halliburton Company;HAL
1319;Hannon Armstrong Sustainable In;HASI
1320;Horizons CA Select Universe Bond ETF;HBB
1321;Hanesbrands Inc;HBI
1322;Hudbay Minerals Inc;HBM
1323;Hudbay Minerals Inc;HBM.W
1324;Hca Holdings Inc;HCA
1325;Warrior Met Coal Inc;HCC
1326;Hc2 Holdings Inc;HCHC
1327;Homeowners Choice;HCI
1328;Hi-Crush Partners LP;HCLP
1329;Welltower Inc;HCN
1330;Health Care REIT Inc;HCN-I
1331;HCP Inc;HCP
1332;Home Depot;HD
1333;Hdfc Bank Ltd;HDB
1334;Hawaiian Electric Industries;HE
1335;Heco Cap III 6.50;HE-U
1336;Heico Corp;HEI
1337;Heico Cp Cl A;HEI.A
1338;Holly Energy Partners LP;HEP
1339;John Hancock Hedged Eqty & Inc;HEQ
1340;Hess Corp;HES
1341;Hess Corp;HES-A
1342;Hess Midstream Partners LP;HESM
1343;HFF Inc;HF
1344;Hollyfrontier Corp;HFC
1345;Highland Floating Rate Opportunities Fund;HFRO
1346;The Hartford Financial Srvcs G;HGH
1347;Hugoton Royalty Trust;HGT
1348;Hilton Grand Vacations Inc;HGV
1349;Howard Hughes Corp;HHC
1350;Harte-Hanks;HHS
1351;Hillenbrand Inc;HI
1352;Miller/Howard High Income Eqty;HIE
1353;Infrareit Inc;HIFR
1354;Hartford Financial Services Group;HIG
1355;Hartford Financial Services Group;HIG.W
1356;Huntington Ingalls Industries;HII
1357;Hill International;HIL
1358;Western Asset High;HIO
1359;Aerohive Networks Inc;HIVE
1360;Highwoods Properties;HIW
1361;Western Asset High Income Fund II Inc;HIX
1362;MS S.A.C. Saturns Ge Series 2002-14;HJV
1363;Halcon Resources;HK
1364;Halcon Resources Corp Warrant;HK.W
1365;Hecla Mining Company;HL
1366;Hecla Mining Pfd B;HL-B
1367;Herbalife Ltd;HLF
1368;Houlihan Lokey;HLI
1369;Hilton Inc;HLT
1370;Helix Energy Solutions Group;HLX
1371;Honda Motor Company;HMC
1372;Huami Corporation ADR;HMI
1373;Hoegh Lng Partners LP Cum Red Pfd Ser A;HML-A
1374;Hoegh Lng Partners LP;HMLP
1375;Horace Mann Educators Corp;HMN
1376;Harmony Gold Mining Co. Ltd;HMY
1377;Hon Industries Inc;HNI
1378;Huaneng Power Intl;HNP
1379;Harley-Davidson Inc;HOG
1380;At Home Group Inc;HOME
1381;Honeywell International Inc;HON
1382;Hornbeck Offshore Services;HOS
1383;Hovnanian Enterprises Inc;HOV
1384;Helmerich & Payne;HP
1385;Hewlett Packard Enterprise Comp;HPE
1386;John Hancock Pfd II;HPF
1387;John Hancock Preferred;HPI
1388;Hudson Pacific Properties;HPP
1389;Hewlett-Packard Company;HPQ
1390;John Hancock Preferred Income Fund III;HPS
1391;Tekla Healthcare Investors;HQH
1392;Tekla Life Sciences Investors;HQL
1393;Healthcare Realty Trust Inc;HR
1394;H&R Block;HRB
1395;Hill-Rom Holdings Inc;HRC
1396;Hrg Group Inc;HRG
1397;Herc Holdings Inc;HRI
1398;Hormel Foods Corp;HRL
1399;Harris Corp;HRS
1400;Heritage Insurance Holdings;HRTG
1401;HSBC Holdings Plc;HSB-A
1402;HSBC Holdings Plc;HSBC
1403;Harsco Corp;HSC
1404;HSBC Holdings Plc Perpetual S;HSEA
1405;HSBC Holdings Plc Perp Sub Cap;HSEB
1406;Host Marriott Financial Trust;HST
1407;Hershey Foods Corp;HSY
1408;Hersha Hospitality Trust;HT
1409;Hersha Hospitality Trust;HT-C
1410;Hersha Hospitality Trust 6.50%;HT-D
1411;Hersha Hospitality Trust;HT-E
1412;Healthcare Trust of America I;HTA
1413;John Hancock Tax Advantaged Dividend;HTD
1414;Horizon Technology Finance 6.25% Notes Due 2022;HTFA
1415;Hercules Technology Growth Capital;HTGC
1416;Hercules Technology Growth Cap;HTGX
1417;Hilltop Holdings Inc;HTH
1418;John Hancock Tax-Advantaged Global;HTY
1419;Hertz Global Holdings Inc;HTZ
1420;Hubbell Inc B;HUBB
1421;Hubspot Inc;HUBS
1422;Hudson Ltd. Class A Common Shares;HUD
1423;Humana Inc;HUM
1424;Huntsman Corp;HUN
1425;Haverty Furniture Companies;HVT
1426;Haverty Furn Cl A SC;HVT.A
1427;Hexcel Corp;HXL
1428;Hyster-Yale Materials Handling;HY
1429;New America High;HYB
1430;Halyard Health Inc;HYH
1431;Western Asset High Yield Defined;HYI
1432;Blackrock High Yield Fund Vi Inc;HYT
1433;Horizon Global Corporation Comm;HZN
1434;Marinemax Inc;HZO
1435;Intelsat S.A.;I
1436;VOYA Asia Pacific High Dividend Equity;IAE
1437;Iamgold Corp;IAG
1438;Industrias Bachoco S.A. De C.V.;IBA
1439;International Business Machines;IBM
1440;Icici Bank Ltd;IBN
1441;Installed Building Products I;IBP
1442;MS Income Securities;ICB
1443;Independence Contract Drilling Inc;ICD
1444;Intercontinental Exchange;ICE
1445;Israel Chemicals Ltd;ICL
1446;Idacorp Inc;IDA
1447;VOYA Infrastructure Industrial;IDE
1448;IDT Corp;IDT
1449;Idex Corp;IEX
1450;International Flavors & Fragrances;IFF
1451;India Fund;IFN
1452;VOYA Global Advantage and Premium;IGA
1453;VOYA Global Equity Dividend and Premium;IGD
1454;Western Asset Investment Grade Defined;IGI
1455;VOYA Clarion Global Real Estate;IGR
1456;International Game Technology;IGT
1457;Independence Holding Company;IHC
1458;VOYA Emerging Markets High Dividend;IHD
1459;Intercontinental Hotels Group;IHG
1460;Invesco High Income 2023 Target Term Fund;IHIT
1461;Invesco High Income 2024 Target Term Fund;IHTA
1462;VOYA International High Dividend Equity;IID
1463;Morgan Stanley India Investment Fund Inc;IIF
1464;Invesco Insured Muni Income Trust;IIM
1465;Innovative Industrial Properties 9.00% Series A;IIP-A
