;Company;Symbol
592;Fidelity Total Bond ETF;FBND
593;Biotechnology Index NYSE ETF;FBT
594;Natural Gas ETF FT;FCG
595;Aberdeen Global;FCO
596;Fidelity Telecommunication MSCI ETF;FCOM
597;Fidelity Corporate Bond ETF;FCOR
598;Stoxx Euro Select Div First Trust;FDD
599;Fidelity Consumer Disc MSCI ETF;FDIS
600;Mstar Dividend Leaders;FDL
601;Fidelity Low Volatility Factor ETF;FDLO
602;DJ Select Microcap First Trust;FDM
603;Fidelity Momentum Factor ETF;FDMO
604;DJ Internet Index First Trust;FDN
605;Fidelity Dividend ETF For Rising Rates;FDRR
606;Fidelity Core Dividend ETF;FDVV
607;Barclays FI Enhanced Europe 50 ETN;FEEU
608;Energy Income and Growth Fund;FEN
609;Fidelity Energy MSCI ETF;FENY
610;Stoxx Europe 50 SPDR;FEU
611;Euro Stoxx 50 ETF SPDR;FEZ
612;Formula Folios Hedged Growth ETF;FFHG
613;Fieldstone Uva Unconstrained Medium-Term Fixed I;FFIU
614;FTSE En Dev Mkts Rel Est First Trust;FFR
615;Formulafolios Smart Growth ETF;FFSG
616;Formulafolios Tactical Growth ETF;FFTG
617;Formula Folios Income ETF;FFTI
618;Innovator Ibd 50 Fund ETF;FFTY
619;DJ Global Select Dividend First Trust;FGD
620;Fidelity Health Care MSCI ETF;FHLC
621;Ishares US Fixed Income;FIBR
622;Fidelity International High Dividend ETF;FIDI
623;Fidelity Industrials MSCI ETF;FIDU
624;FI Enhanced 2X Europe 50 ETN;FIEE
625;FI Enhanced Global High Yield;FIEG
626;FI Enhanced Europe 50 ETN;FIEU
627;Barclays FI Enhanced Global Hi Yld;FIGY
628;FI Enhanced Global High Yield ETN;FIHD
629;Global Energy Producers MSCI Ishares;FILL
630;Ultrapro Financials Proshares;FINU
631;Ultrapro Short Financials Proshares;FINZ
632;Empire State Realty Op LP Se;FISK
633;Fidelity International Value Factor ETF;FIVA
634;Water ETF FT;FIW
635;Weatherstorm Forensic Accounting;FLAG
636;Australia Franklin FTSE ETF;FLAU
637;Franklin Asia Ex Japan ETF;FLAX
638;Brazil Franklin FTSE ETF;FLBR
639;Canada Franklin FTSE ETF;FLCA
640;China Franklin FTSE ETF;FLCH
641;Liberty Investment Grade Corp ETF;FLCO
642;Europe Franklin FTSE ETF;FLEE
643;Europe Hedged Franklin FTSE ETF;FLEH
644;FI Enhanced Europe 50 ETN Series B;FLEU
645;France Franklin FTSE ETF;FLFR
646;United Kingdom Franklin FTSE ETF;FLGB
647;CS FI Large Cap Growth Enhanced ETN;FLGE
648;Germany Franklin FTSE ETF;FLGR
649;Hong Kong Franklin FTSE ETF;FLHK
650;Franklin India ETF;FLIN
651;Franklin Intl Opportunities ETF;FLIO
652;Italy Franklin FTSE ETF;FLIY
653;Japan Hedged Franklin FTSE ETF;FLJH
654;Japan Franklin FTSE ETF;FLJP
655;South Korea Franklin FTSE ETF;FLKR
656;Liberty US Low Volatility ETF;FLLV
657;Global Engineering and Construction ETF FT;FLM
658;Franklin Liberty Municipal Bond ETF;FLMB
659;Franklin Liberty Intermediate Munic;FLMI
660;Mexico Franklin FTSE ETF;FLMX
661;Floating Rate Note Ishares;FLOT
662;Liberty Global Dividend;FLQD
663;Liberty Emerging Marketfs ETF;FLQE
664;Liberty Global Equity ETF;FLQG
665;Liberty Intl Equity Hedged ETF;FLQH
666;Franklin Libertyq U.S. Equity ETF;FLQL
667;Franklin Libertyq U.S. Mid Cap Equity ETF;FLQM
668;Franklin Libertyq U.S. Small Cap Equity ETF;FLQS
669;Inv Growth Floating Rate ETF SPDR;FLRN
670;Advisorshares Pacific Asset Enh;FLRT
671;Franklin Russia ETF;FLRU
672;Franklin Switzerland ETF;FLSW
673;Fidelity Limited Term Bond ETF;FLTB
674;Investment Grade Floating Rate Vaneck ETF;FLTR
675;Taiwan Franklin FTSE ETF;FLTW
676;Frontier 100 Ishares ETF;FM
677;Fidelity Materials MSCI ETF;FMAT
678;Fieldstone Merlin Dynamic Large Cap Growth ETF;FMDG
679;Mstar Managed Futures Strategy Fund FT;FMF
680;Ishares Financials Multifactor;FNCF
681;Fidelity Financials MSCI ETF;FNCL
682;Schwab Fundamental US Smallcap;FNDA
683;Schwab Fundamental US Broad Market;FNDB
684;Schwab Fundamental Intl Smallcap;FNDC
685;Schwab Fundamental EM Large Company;FNDE
686;Schwab Fundamental Intl Large Company;FNDF
687;Schwab Fundamental US Largecap;FNDX
688;Advisorshares New Tech and Media ETF;FNG
689;BMO Rex Microsectors Fang  Index -3X Inverse Lev;FNGD
690;BMO Rex Microsectors Fang  Index 3X Leveraged Ex;FNGU
691;Chindia ETF FT;FNI
692;Aluminum Pure Beta ETN Ipath;FOIL
693;Preferred Securities and Income ETF FT;FPE
694;FT Institutional Preferred Securities and Income;FPEI
695;US IPO Index First Trust;FPX
696;Fidelity Quality Factor ETF;FQAL
697;Unconventional Oil & Gas Vaneck ETF;FRAK
698;Friedman Industries Inc;FRD
699;Fidelity Real Estate MSCI ETF;FREL
700;S&P REIT Index;FRI
701;Frontier Markets Guggenheim ETF;FRN
702;Flexible Solutions International Inc;FSI
703;Franklin Street Properties;FSP
704;Fidelity Consumer Staples MSCI ETF;FSTA
705;Fidelity Info Tech MSCI ETF;FTEC
706;Franklin Templeton Limited Duration;FTF
707;Long/Short Equity ETF FT;FTLS
708;Fte Networks Inc;FTNW
709;Franklin Short Dur US Government ETF;FTSD
710;Aptus Fortified Value ETF;FTVA
711;CMCI Food TR ETN UBS E-Tracs;FUD
712;MLCX Biofuels Index TR ETN Elements;FUE
713;Managed Futures Strategy Proshares;FUT
714;Fidelity Utilities MSCI ETF;FUTY
715;Fidelity Value Factor ETF;FVAL
716;Value Line Dividend Idx First Trust;FVD
717;Value Line 100 ETF First Trust;FVL
718;Madrona Global Bond ETF;FWDB
719;Madrona Domestic ETF;FWDD
720;Madrona International ETF;FWDI
721;Australian Dollar Trust;FXA
722;British Pound Sterling Trust;FXB
723;Canadian Dollar Trust;FXC
724;Chinese Renminbi Trust;FXCH
725;Consumer Disc Alphadex First Trust;FXD
726;Euro Trust;FXE
727;Swiss Franc Trust;FXF
728;Consumer Staples Alphadex First Trust;FXG
729;Healthcare Alphadex First Trust ETF;FXH
730;FTSE China 25 Index Ishares;FXI
731;Technology Alphadex First Trust;FXL
732;Energy Alphadex First Trust;FXN
733;Financial Alphadex First Trust;FXO
734;Ultrashort FTSE China 25 Proshares;FXP
735;Indust/Producer Dur Alphadex First Trust;FXR
736;Swedish Krona Trust;FXS
737;Singapore Dollar Currencyshares;FXSG
738;Utilities Alphadex First Trust;FXU
739;Japanese Yen Trust;FXY
740;Materials Alphadex First Trust;FXZ
741;Cambria Foreign Shareholder Yie;FYLD
742;Cambria Global Asset Allocation;GAA
743;SSGA Global Allocation ETF SPDR;GAL
744;Purefunds Video Game Tech ETF;GAMR
745;Reality Divcon Dividend Guard ETF;GARD
746;Natural Gas Bull 3X Direxion;GASL
747;Direxion Natural Gas Bear 3X;GASX
748;Barclays Bank Plc Ipath Series B Bloomberg Natur;GAZB
749;GBP/USD Exchange Rate ETN Ipath;GBB
750;Government/Credit Bond Ishares;GBF
751;GS Treasuryaccess 0-1 Year ETF;GBIL
752;New Concept Energy Inc;GBR
753;Continuous Commodity Index;GCC
754;CEF GS Connect ETN Claymore;GCE
755;Pacer Global Cash Cows Dividend;GCOW
756;Goodrich Petroleum Corp;GDP
757;Principal Active Global Dividend Income ETF;GDVD
758;Gold Miners Vaneck ETF;GDX
759;Junior Gold Miners ETF Vaneck;GDXJ
760;Ultrashort Gold Miner Proshares;GDXS
761;Ultra Gold Miners Proshares;GDXX
762;GS Activebeta EM Equity ETF;GEM
763;Global Alternatve Energy ETF Vaneck;GEX
764;Gamco Global Gold Natural Resources;GGN
765;Gamco Global Gold Natural Reou;GGN-B
766;Gabelli Go Anywhere Trust;GGO
767;The Gabelli Healthcare and Wellness Trust;GGO-A
768;S&P High Inc Infrast Guggenheim ETF;GHII
769;Rex Gold Hedged S&P 500 ETF;GHS
770;Access High Yield Corporate Bond ETF Goldman Sac;GHYB
771;Global High Yield Corporate Bond Fund Ishares;GHYG
772;Goldman Sachs Access Investment Grade Corp Bond;GIGB
773;FTSE Global Infra 100 SPDR;GII
774;Gold SPDR;GLD
775;Long Dollar Gold Trust SPDR;GLDW
776;Gulfmark Offshore Inc;GLF
777;Gulfmark Offshore Inc WT;GLF.W
778;Ultrashort Gold Proshares;GLL
779;Clough Global Opportunities Fund;GLO
780;Glowpoint Inc;GLOW
781;Clough Global Equity Fund;GLQ
782;Physical Precious Metals Basket;GLTR
783;Gabelli Global Utility;GLU
784;The Gabelli Global Utility and;GLU-A
785;Clough Global Allocation Fund;GLV
786;S&P Emerging Asia Pacific SPDR;GMF
787;Guggenheim Multi-Factor Large Cap ETF;GMFL
788;General Moly Inc;GMO
789;Cambria Global Momentum ETF;GMOM
790;S&P Global Natural Resources SPDR;GNR
791;US Global Go Gold and Precious Metal Miners ETF;GOAU
792;G-X Gold Explorers ETF;GOEX
793;Republican Policies Fund;GOP
794;Gold Resource Corp;GORO
795;Core US Treasury Bond ETF Ishares;GOVT
796;Great Panther Silver Ltd;GPL
797;Flexshares Global Quality Real Estate;GQRE
798;G-X FTSE Greece 20 ETF;GREK
799;IQ Global Resources ETF;GRES
800;Eagle Capital Growth Fund;GRF
801;Global Realty Majors Cohen & Steers ETF;GRI
802;Xtrackers Germany Equity ETF;GRMY
803;Global Carbon ETN Ipath;GRN
804;Green Bond Vaneck ETF;GRNB
805;MLCX Grains Index TR ETN Elements;GRU
806;Softs Pure Beta ETN Ipath;GRWN
807;Globalstar;GSAT
808;Globalscape;GSB
809;GS Connect S&P GSCI Enh Commodity TR ETN;GSC
810;Wisdomtree Global Smallcap Divd Fund;GSD
811;GS Activebeta Europe Equity ETF;GSEU
812;Equal Weight U.S. Large Cap Equity ETF Goldman S;GSEW
813;S&P GSCI Commodity-Indexed Ishares;GSG
814;GS Activebeta International ETF;GSIE
815;GS Activebeta Japan Equity ETF;GSJY
816;GS Activebeta US Largecap ETF;GSLC
817;S&P GSCI Total Return ETN Ipath;GSP
818;Golden Star Resources Ltd;GSS
819;GS Activebeta U.S. Small Cap Equity ETF;GSSC
820;Gastar Exploration;GST
821;Gastar Exploration 8.625% Serie;GST-A
822;Gastar Exploration USA Inc Pfd;GST-B
823;Gold Standard Ventures Corp;GSV
824;Guggenheim Enhanced Short Duration ETF;GSY
825;Gran Tierra Energy Inc;GTE
826;Guggenheim Total Return Bond ETF;GTO
827;Sage ESG Intermediate Credit ETF;GUDB
828;Mstar Global Upstream Natural Resources ETF;GUNR
829;G-X Guru Index ETF;GURU
830;Direxion S&P Oil & Gas Expl Bull 3X;GUSH
831;Goldfield Corp;GV
832;Cambria Global Value ETF;GVAL
833;Interm Govt/Credit Bond Ishares;GVI
834;GS Hedge Industry Vip ETF;GVIP
835;GSE Systems;GVP
836;S&P Smallcap Intl SPDR;GWX
837;S&P China SPDR;GXC
838;G-X FTSE Nordic Region ETF;GXF
839;G-X FTSE Colombia 20 ETF;GXG
840;Arrow DJ Global Yield ETF;GYLD
841;Etfmg Prime Cyber Security ETF;HACK
842;Ishares Min Vol Global Currency ETF;HACV
843;Ishares ACWI Currency Hedged;HACW
844;CSOP China CSI 300 A-H Dynamic;HAHA
845;China Smallcap Guggenheim;HAO
846;Rve Hard Assets Producers Vaneck ETF;HAP
847;Ishares Australia Currency Hedged;HAUD
848;Ishares ACWI Ex-US Currency Hedged;HAWX
849;Hennessy Capital Acquisition Corp III;HCA.U
850;Hennessy Capital Acquisition Corp III Warrants;HCA.W
851;Hennessy Capital Acquisition Corp III;HCAC
852;Hartford Corporate Bond ETF;HCOR
853;Ishares Healthcare Multifactor;HCRF
854;Db-Xt MSCI All World Ex-US Div Yld Hgd Eq;HDAW
855;Db-Xt MSCI EAFE High Div Yld Hgd Eq;HDEF
856;Hedge Replication Proshares;HDG
857;Active Bear ETF;HDGE
858;Etracs Mt Pay 2X US Hi Div Low Vol ETN;HDLV
859;Horizon Vol Dev Intl ETF FT;HDMV
860;Wisdomtree Global Ex-US Hedged Real Estate Fund;HDRW
861;Core High Dividend ETF Ishares;HDV
862;Hemispherx Biopharma;HEB
863;Ecological Strategy ETF;HECO
864;Intl Hedged Equity Wisdomtree;HEDJ
865;Ishares EM Currency Hedged;HEEM
866;MSCI EAFE Ishares Currency Hedged;HEFA
867;Ishares Min Vol EAFE Currency Hedged;HEFV
868;Ishares Min Vol EM Currency Hedged;HEMV
869;Ishares Europe Smallcap Currency Hedged;HEUS
870;Ishares Min Vol Europe Currency Hedged;HEUV
871;Ipath Pure Beta Industrial Metals;HEVY
872;Ishares Canada Currency Hedged;HEWC
873;Ishares Italy Currency Hedged;HEWI
874;MSCI Japan Ishares Currency Hedged;HEWJ
875;Ishares Switzerland Currency Hedged;HEWL
876;Ishares Spain Currency Hedged;HEWP
877;Ishares UK Currency Hedged;HEWU
878;Ishares Mexico Currency Hedged;HEWW
879;Ishares South Korea Currency Hedged;HEWY
880;Ishares Eurozone Currency Hedged;HEZU
881;IQ 50% Hedged FTSE Europe;HFXE
882;IQ 50% Hedged FTSE International;HFXI
883;IQ 50% Hedged FTSE Japan;HFXJ
884;Intl Multi-Asset Inc Guggenheim;HGI
885;Wisdomtree Global Smallcap Hedged Fund;HGSD
886;Ishares Intl High Yld Currency Hedged;HHYX
887;Low Vol EM Dividend ETF Egshares;HILO
888;Graniteshares US High Income ETF;HIPS
889;Ishares Jpx-Nikkei 400 Currency Hedged;HJPX
890;Hillman Gr Cap 11.6;HLM.P
891;Nobilis Health Corp;HLTH
892;Hmg/Courtland Properties;HMG
893;Hartford Municipal Opportunities ETF;HMOP
894;Pioneer Diversified High Income Trust;HNW
895;Advisorshares Sage Core Reserve;HOLD
896;Etracs Mt Reset 2X ISE Exc Homebuilders ETN;HOML
897;Insightshares Patriotic Employers ETF;HONR
898;Hartford Quality Bonds ETF;HQBD
899;Ishares EAFE Smallcap Currency Hedged;HSCZ
900;Horizons S&P 500 Covered Call;HSPX
901;U.S. Geothermal Inc;HTM
902;Hartford Total Return Bond ETF;HTRB
903;Hull Tactical US ETF;HTUS
904;Houston American Energy Corp;HUSA
905;US Equity Rotation Strategy ETF;HUSE
906;Horizon Vol Domestic ETF FT;HUSV
907;High Yld Muni ETF Vaneck;HYD
908;Ishares Edge High Yield Defensive Bond ETF;HYDB
909;Direxion High Yield Bear 2X;HYDD
910;Xtrackers Low Beta High Yield Bond ETF;HYDW
911;Emrg Mkts High Yield Bd ETF Vaneck;HYEM
912;Iboxx $ High Yield Corp Bond Ishares;HYG
913;Interest Rate Hedged Hi Yld Ishares;HYGH
914;High Yld Interest Rate Proshares;HYHG
915;Db-Xt HY Corp Bd Intr Rt Hdg;HYIH
916;D-X USD Hi Yld Corp Bond ETF;HYLB
917;Peritus High Yield ETF;HYLD
918;Indexiq S&P High Yld Low Vol ETF;HYLV
919;S&P Hi Yld Muni Bond SPDR;HYMB
920;0-5 Year Hi Yld Corp Bond Idx ETF Pimco;HYS
921;Xtrackers High Beta High Yield Bond ETF;HYUP
922;Global Ex-US High Yield Corp Bond Fund Ishares;HYXU
923;Aberdeen Australia Equity Fund Inc;IAF
924;Ishares Intl Aggregate Bond Fund;IAGG
925;DJ US Broker-Dealers Ishares;IAI
926;DJ US Insurance Ishares;IAK
927;DJ US Regional Banks Ishares;IAT
928;Gold Trust Ishares ETF;IAU
929;2018 Investment Grade Ishares;IBCC
930;2020 Investment Grade Ishares;IBCD
931;2023 Investment Grade Ishares;IBCE
932;Inspire Corporate Bond Impact ETF;IBD
933;Ishares Mar 2018 Term Corp ETF;IBDB
934;Ishares Mar 2020 Term Corp ETF;IBDC
935;Ishares Mar 2023 Term Corp ETF;IBDD
936;Ishares Dec 2018 Term Corp ETF;IBDH
937;Ishares Dec 2019 Term Corp ETF;IBDK
938;Ishares Dec 2020 Term Corp ETF;IBDL
939;Ishares Dec 2021 Term Corp ETF;IBDM
940;Ishares Dec 2022 Term Corp ETF;IBDN
941;Ishares Dec 2023 Term Corp ETF;IBDO
942;Ishares Dec 2024 Term Corp ETF;IBDP
943;Ishares Dec 2025 Term Corp ETF;IBDQ
944;Ishares Dec 2026 Term Corp ETF;IBDR
945;Ishares Ibonds Dec 2027 Term Corporate ETF;IBDS
946;Ibio Inc;IBIO
947;Direxion Ibillionaire Index ETF;IBLN
948;2018 S&P Amt-Free Municipal Ishares;IBMG
949;2019 Amt-Free Muni Term Ishares;IBMH
950;Ishares Sep 2020 Term Muni Bond ETF;IBMI
951;Ishares Dec 2021 Term Muni Bond ETF;IBMJ
952;Ishares Dec 2022 Term Muni Bond ETF;IBMK
953;Ishares Dec 2023 Term Muni Bond ETF;IBML
954;Intl Corp Bond ETF SPDR;IBND
955;Ibo Common Stock;IBO
956;Serenityshares Impact ETF;ICAN
957;Reality Majors Cohen & Steers Ishares;ICF
958;Optimized Currency Carry ETN Ipath;ICI
959;Colombia Capped Ishares ETF;ICOL
960;Pacer Developed Markets International Cash Cows;ICOW
961;Liquidity Income Ishares ETF;ICSH
962;Ishares Convertible Bond ETF;ICVT
963;Ishares Core MSCI Intl Devd Market ETF;IDEV
964;S&P Intl Dev Hi Div Low Vol Port PS;IDHD
965;S&P Intl Dev High Qlty Powershares;IDHQ
966;U.S. Equity Cumulative Dividends Fund Series 202;IDIV
967;S&P Intl Dev Low Volatility Powershares;IDLV
968;S&P Intl Dev Momentum Portfolio PS;IDMO
969;Intellicheck Mobilisia;IDN
970;Alps International Sector Dividend;IDOG
971;DOW Utilities Ishares;IDU
972;DJ Intl Select Div Idx Ishares;IDV
973;Indonesia Index ETF Vaneck;IDX
974;IEC Electronics;IEC
975;Core MSCI EAFE Ishares;IEFA
976;Core MSCI Emerging Mkts Ishares;IEMG
977;DJ US Oil & Gas Ex Index Ishares;IEO
978;Core Europe Ishares;IEUR
979;Europe 350 Ishares;IEV
980;DJ US Oil Equipment Index Ishares;IEZ
981;Aberdeen Indonesia Fund;IF
982;DB-X Barclays Inter Corp Bh ETF;IFIX
983;Purefunds Drone Economy Strategy ETF;IFLY
984;India Globalization Capital Inc;IGC
985;S&P Natural Resources North Amer Ishares;IGE
986;Ishares Edge Investment Grade Enhanced Bond ETF;IGEB
987;EM Inv Grade + Bb Rated USD Sb Vaneck ETF;IGEM
988;Invest Grade Interest Rate Proshares;IGHG
989;Db-Xt Invt Grd Bd Intr Rt Hdg;IGIH
990;S&P Technology North Amer Ishares;IGM
991;S&P Tech-Multimedia Ntwk North Amer Ishares;IGN
992;Ishares Intl Dividend Growth ETF;IGRO
993;S&P Tech-Software North Amer Ishares;IGV
994;DB-X Barclays Inter Treas Bh ETF;IGVT
995;Igz NYSE;IGZ
996;Wisdomtree Intl Hedged Fund;IHDG
997;DJ US Pharmaceuticals Ishares;IHE
998;DJ US Healthcare Provider Ishares;IHF
999;DJ US Medical Devices Ishares;IHI
1000;Innsuites Hospitality Trust;IHT
1001;Intl High Yield Bond ETF Vaneck;IHY
1002;S&P Midcap 400 Ishares;IJH
1003;S&P Midcap 400 Value Ishares;IJJ
1004;S&P Midcap 400 Growth Ishares;IJK
1005;S&P Smallcap 600 Index Ishares;IJR
1006;S&P Smallcap 600 Value Ishares;IJS
1007;Latin America 40 Ishares;ILF
1008;10+ Year Government/Credit Bond Ishares;ILTB
1009;Impac Mortgage Holdings;IMH
1010;Ipath S&P MLP ETN;IMLP
1011;Imperial Oil Ltd;IMO
1012;Intl Quantitative Momentum ETF;IMOM
1013;Ishares Core 5 10 Year USD Bond ETF;IMTB
1014;Ishares Intl Momentum Factor ETF;IMTM
1015;Immunocellular Therapeutics Warrant;IMU.W
1016;Immunocellular Thera;IMUC
1017;India Consumer Egshares;INCO
1018;India Index MSCI Ishares;INDA
1019;Ishares Industrials Multifactor;INDF
1020;India Bull 3X Direxion;INDL
1021;Infusystems Holdings;INFU
1022;SSGA Income Allocation ETF SPDR;INKM
1023;India Index ETN MSCI Ipath;INP
1024;INR/USD ETN Vaneck;INR
1025;Intelligent Systems Corp;INS
1026;Ishares Intl Multifactor ETF;INTF
1027;Intest Corp;INTT
1028;Inuvo Inc;INUV
1029;India Infrastructure Egshares;INXX
1030;IQ Global Oil Smallcap ETF;IOIL
1031;S&P Global 100 Ishares;IOO
1032;Income Opportunity Realty Trust;IOR
1033;Pacific Core Ishares;IPAC
1034;Purefunds ISE Mobile Payments ETF;IPAY
1035;Merrill Lynch & Co;IPB
1036;TIPS Barclays ETF SPDR;IPE
1037;S&P Intl Preferred Stock Ishares;IPFF
1038;Renaissance IPO ETF;IPO
1039;Renaissance Capital Greenwich Fund;IPOS
1040;Flexshares Intl Quality Div Def Fund;IQDE
1041;Flexshares Intl Quality Div Fund;IQDF
1042;Wisdomtree Intl Quality Divd Growth Fund;IQDG
1043;Flexshares Intl Quality Div Dyn Fund;IQDY
1044;Ishares Intl Quality Factor ETF;IQLT
1045;Ishares Intl Smallcap Multifactor ETF;ISCF
1046;Issuer Direct Corp;ISDR
1047;Aberdeen Israel Fund;ISL
1048;Inspire Small/Mid Cap Impact ETF;ISMD
1049;Isoray Inc;ISR
1050;Israel Vaneck ETF;ISRA
1051;Ishares Intl Size Factor ETF;ISZE
1052;DJ US Aerospace & Defense Ishares;ITA
1053;DJ US Home Construction Ishares;ITB
1054;Interm-Term Treasury ETF SPDR;ITE
1055;Bluestar Israel Technology ETF;ITEQ
1056;Interm Muni ETF Vaneck;ITM
1057;S&P 1500 Ishares;ITOT
1058;Intl Quantitative Valueshares ETF;IVAL
1059;S&P 500 Value Ishares;IVE
1060;Ishares Intl Value Factor ETF;IVLU
1061;S&P Midcap 400 Growth ETF Vanguard;IVOG
1062;S&P Midcap 400 ETF Vanguard;IVOO
1063;S&P 500 VIX Inv S/T Fut ETN II Ipath;IVOP
1064;S&P Midcap 400 Value ETF Vanguard;IVOV
1065;S&P 500 Ishares;IVV
1066;S&P 500 Growth Ishares;IVW
1067;Russell 1000 Ishares;IWB
1068;Russell Microcap Ishares;IWC
1069;Russell 1000 Value Ishares;IWD
1070;Russell 1000 Growth Ishares;IWF
1071;Russell Top 200 Ishares;IWL
1072;Russell 2000 Ishares;IWM
1073;Russell 2000 Value Ishares;IWN
1074;Russell 2000 Growth Ishares;IWO
1075;Russell Midcap Growth Ishares;IWP
1076;Russell Midcap Ishares;IWR
1077;Russell Midcap Value Ishares;IWS
1078;Russell 3000 Ishares;IWV
1079;Russell Top 200 Value Ishares;IWX
1080;Russell Top 200 Growth Ishares;IWY
1081;S&P Global Energy Ishares;IXC
1082;S&P Global Financials Ishares;IXG
1083;S&P Global Healthcare Ishares;IXJ
1084;S&P Global Technology Ishares;IXN
1085;S&P Global Telecom Ishares;IXP
1086;DJ US Consumer Services Ishares;IYC
1087;DJ US Energy Ishares;IYE
1088;DJ US Financial Sector Ishares;IYF
1089;DJ US Financial Services Ishares;IYG
1090;DJ US Healthcare Ishares;IYH
1091;DJ US Industrial Ishares;IYJ
1092;DJ US Consumer Goods Ishares;IYK
1093;Mstar Multi-Asset Income Index Ishares;IYLD
1094;DJ US Basic Materials Ishares;IYM
1095;DJ US Real Estate Ishares;IYR
1096;DOW Transportations Ishares;IYT
1097;DJ US Technology Ishares;IYW
1098;DJ US Index Ishares;IYY
1099;DJ US Telecom Ishares;IYZ
1100;Ark Israel Innovative Technology ETF;IZRL
1101;James Biblically Responsible Investment ETF;JBRI
1102;Jpmorgan U.S. Dividend ETF;JDIV
1103;Direxion Junior Gold Mine Bear 3X;JDST
1104;GEMS Index ETN Ipath;JEM
1105;US Global Jets ETF;JETS
1106;Wisdomtree Japan Divd Hedged Fund;JHDG
1107;JH Materials Multifactor ETF;JHMA
1108;JH Consumer Disc Multifactor ETF;JHMC
1109;JH Developed Intl Multifactor ETF;JHMD
1110;JH Energy Multifactor ETF;JHME
1111;JH Financial Multifactor ETF;JHMF
1112;JH Healthcare Multifactor ETF;JHMH
1113;JH Industrials Multifactor ETF;JHMI
1114;JH Largecap Multifactor ETF;JHML
1115;JH Midcap Multifactor ETF;JHMM
1116;JH Consumer Staples Multifactor ETF;JHMS
1117;JH Technology Multifactor ETF;JHMT
1118;JH Utilities Multifactor ETF;JHMU
1119;John Hancock Multifactor Small Cap ETF;JHSC
1120;DJ-UBS Agriculture TR Sub-Idx ETN Ipath;JJA
1121;Agriculture Subindex TR ETN    Ipatha Series B B;JJAB
1122;DJ-UBS Copper TR Sub-Idx ETN Ipath;JJC
1123;Copper Subindex TR ETN         Ipatha Series B B;JJCB
1124;DJ-UBS Energy TR Sub-Idx ETN Ipath;JJE
1125;Ipatha Series B Bloomberg Energy Subindex Total;JJEB
1126;DJ-UBS Grains TR Sub-Idx ETN Ipath;JJG
1127;Grains Subindex TR ETN         Ipatha Series B B;JJGB
1128;DJ-UBS Ind Metals TR Sub-Idx ETN Ipath;JJM
1129;Industrial Metals Subindex TR ETN   Ipatha Serie;JJMB
1130;DJ-UBS Nickel TR Sub-Idx ETN Ipath;JJN
1131;DJ-UBS Prec Metals TR Sub-Idx ETN Ipath;JJP
1132;Ipatha Series B Bloomberg Precious Metals Subind;JJPB
1133;DJ-UBS Softs TR Sub-Idx ETN Ipath;JJS
1134;DJ-UBS Tin TR Sub-Idx ETN Ipath;JJT
1135;Ipatha Series B Bloomberg Tin Subindex Total Ret;JJTB
1136;DJ-UBS Aluminum TR Sub-Idx ETN Ipath;JJU
1137;Ipatha Series B Bloomberg Aluminum Subindex Tota;JJUB
1138;Mstar Large Core Index Ishares;JKD
1139;Mstar Large Growth Index Ishares;JKE
1140;Mstar Large Value Index Ishares;JKF
1141;Mstar Mid Core Index Ishares;JKG
1142;Mstar Mid Growth Index Ishares;JKH
1143;Mstar Small Core Index Ishares;JKJ
1144;Mstar Small Growth Index Ishares;JKK
1145;Mstar Small Value Index Ishares;JKL
1146;Jpmorgan U.S. Minimum Volatility ETF;JMIN
1147;Jpmorgan U.S. Momentum Factor ETF;JMOM
1148;High Yield Bond ETF SPDR;JNK
1149;Direxion Junior Gold Mine Bull 3X;JNUG
1150;DJ-UBS Coffee TR Sub-Idx ETN Ipath;JO
1151;General Employment Enterprises;JOB
1152;Jpmorgan Event Driven ETF;JPED
1153;JPM Dvsd Rtns Europe Currency Hedged;JPEH
1154;JPM Dvsd Rtns EM ETF;JPEM
1155;JPM Dvsd Rtns Europe Equity ETF;JPEU
1156;JPM Global Bond Opportunities ETF;JPGB
1157;JPM Dvsd Rtns Global Equity;JPGE
1158;JPM Dvsd Alternatives ETF;JPHF
1159;JPM Disp Hi Yld ETF;JPHY
1160;JPM Dvsd Rtns Intl Currency Hedged;JPIH
1161;JPM Dvsd Rtns Intl Equity ETF;JPIN
1162;Jpmorgan Long/Short ETF;JPLS
1163;Jpmorgan USD Emerging Markets Sovereign Bond ETF;JPMB
1164;JPM Dvsd Rtns US Midcap ETF;JPME
1165;Jpmorgan Managed Futures Strategy ETF;JPMF
1166;Japan Minimum Vola Ishares ETF;JPMV
1167;Db-Xt Jpn Jpx Nikkei 400 Eq;JPN
1168;Direxion Japan Bull 3X;JPNL
1169;JPM Dvsd Rtns US Smallcap Equity ETF;JPSE
1170;J.P. Morgan Exchange-Traded Fund Trust;JPST
1171;JPM Dvsd Rtns US Equity ETF;JPUS
1172;Ishares Jpx-Nikkei 400 ETF;JPXN
1173;Jpmorgan U.S. Quality Factor ETF;JQUA
1174;Cvsl Inc;JRJR
1175;Jpmorgan U.S. Value Factor ETF;JVAL
1176;S&P Global Utilities Ishares;JXI
1177;JPY/USD Exchange Rate ETN Ipath;JYN
1178;Kraneshares Electric Vehicles and Future Mobilit;KARS
1179;Kranes Bosera MSCI China A;KBA
