;Company;Symbol;ISIN;WKN
1055;BNP PAR.ISS. O.E. ETC;BNQ1;DE000PB6RED6;000PB6RED
1056;BNP PAR.ISS. O.E. ETC;BNQZ;DE000PB6REG9;000PB6REG
1057;BNP PAR.ISS. O.E. ETC;BNQ3;DE000PB6REH7;000PB6REH
1058;BNP PAR.ISS. O.E. ETC;BNQY;DE000PB6REW6;000PB6REW
1059;BNP PAR.ISS. O.E. ETC;BNQ2;DE000PB6RE18;000PB6RE1
1060;BNP PAR.ISS. O.E. ETC;BNQC;DE000PB6R1B1;000PB6R1B
1061;BNP PAR.ISS. O.E. ETC;BNQF;DE000PB6R1D7;000PB6R1D
1062;BNP PAR.ISS. O.E. ETC;BNQE;DE000PB6R1G0;000PB6R1G
1063;BNP PAR.ISS. O.E. ETC;BNQH;DE000PB6R1H8;000PB6R1H
1064;BNP PAR.ISS. O.E. ETC;BNQD;DE000PB6R1W7;000PB6R1W
1065;BNP PAR.ISS. O.E. ETC;BNQG;DE000PB6R101;000PB6R10
1066;BNP PAR.ISS. O.E. ETC;BNQ4;DE000PB8REE0;000PB8REE
1067;BNP PAR.ISS. O.E. ETC;BNQU;DE000PB8R1E3;000PB8R1E
1068;BNP PAR.ISS. O.E. ETC;BNQ7;DE000PR5RBU0;000PR5RBU
1069;BNP PAR.ISS. O.E. ETC;BNQB;DE000PS7WT17;000PS7WT1
1070;BNP PAR.ISS. O.E. ETC;BNQA;DE000PS701L2;000PS701L
1071;BNP PAR.ISS. O.E. ETC;B4NI;DE000PR5RDU6;000PR5RDU
1072;BNP PAR.ISS. O.E. ETC;B4NL;DE000PR5REU4;000PR5REU
1073;BNP PAR.ISS. O.E. ETC;B4NH;DE000PR5RGU9;000PR5RGU
1074;BNP PAR.ISS. O.E. ETC;B4NK;DE000PR5RHU7;000PR5RHU
1075;BNP PAR.ISS. O.E. ETC;B4NG;DE000PR5RWU6;000PR5RWU
1076;BNP PAR.ISS. O.E. ETC;B4NJ;DE000PR5R0U0;000PR5R0U
1077;BCO BIL.VIZ.ARG.NOM.EO-49;BOY;ES0113211835;875773
1078;BCO SANTANDER N.EO0,5;BSD2;ES0113900J37;858872
1079;ENDESA INH.       EO 1,20;ENA;ES0130670112;871028
1080;SIEMENS GAMESA R.E.EO-,17;GTQ1;ES0143416115;000A0B5Z8
1081;IBERDROLA INH.    EO -,75;IBE1;ES0144580Y14;000A0M46B
1082;INDITEX INH.      EO 0,03;IXD1;ES0148396007;000A11873
1083;REPSOL S.A. INH.     EO 1;REP;ES0173516115;876845
1084;TELEFONICA INH.      EO 1;TNE5;ES0178430E18;850775
1085;NOKIA OYJ EO-,06;NOA3;FI0009000681;870737
1086;UPM KYMMENE CORP.;RPL;FI0009005987;881026
1087;FORTUM OYJ        EO 3,40;FOT;FI0009007132;916660
1088;SRV YHTIOET OYJ;B7J;FI0009015309;000A0MSY7
1089;FERRATUM OYJ;FRU;FI4000106299;000A1W9NS
1090;CREDIT AGRICOLE INH. EO 3;XCA;FR0000045072;982285
1091;AIR LIQUIDE INH. EO 5,50;AIL;FR0000120073;850133
1092;CARREFOUR S.A. INH.EO 2,5;CAR;FR0000120172;852362
1093;TOTAL S.A.      EO 2,50;TOTB;FR0000120271;850727
1094;OREAL (L') INH.    EO 0,2;LOR;FR0000120321;853888
1095;VALLOUREC            EO 2;VAC;FR0000120354;852809
1096;ACCOR SA INH.        EO 3;ACR;FR0000120404;860206
1097;BOUYGUES SA INH.     EO 1;BYG;FR0000120503;858821
1098;SANOFI SA INHABER    EO 2;SNW;FR0000120578;920657
1099;AXA S.A. INH.     EO 2,29;AXA;FR0000120628;855705
1100;DANONE S.A. EO -,25;BSN;FR0000120644;851194
1101;LVMH               EO 0,3;MOH;FR0000121014;853292
1102;MICHELIN  NOM.       EO 2;MCH;FR0000121261;850739
1103;KERING S.A. INH.     EO 4;PPX;FR0000121485;851223
1104;PEUGEOT SA           EO 1;PEU;FR0000121501;852363
1105;SCHNEIDER ELEC. INH. EO 4;SND;FR0000121972;860180
1106;VEOLIA ENVIRONNE. EO 5;VVD;FR0000124141;501451
1107;UNIBAIL-ROD.SE INH.  EO 5;UBL;FR0000124711;863733
1108;ST GOBAIN            EO 4;GOB;FR0000125007;872087
1109;VINCI S.A. INH.   EO 2,50;SQU;FR0000125486;867475
1110;VIVENDI S.A. INH.  EO 5,5;VVU;FR0000127771;591068
1111;STE GENERALE INH. EO 1,25;SGE;FR0000130809;873403
1112;BNP PARIBAS INH.     EO 2;BNP;FR0000131104;887771
1113;RENAULT INH.      EO 3,81;RNL;FR0000131906;893113
1114;ORANGE INH.          EO 4;FTE;FR0000133308;906849
1115;VALNEVA SE        EO -,15;AYJ;FR0004056851;000A0MVJZ
1116;LYX.D.JON.IN.AV.U.ETF D;DJAM;FR0007056841;541779
1117;LYX.NASDAQ-100 U.ETF DEO;LYMS;FR0007063177;541523
1118;LY.EA.EU.(C.N.E.)UETF A;L8I2;FR0010204073;000A0F6BV
1119;LYX.CH.ENT.(HSCEI)U.E. A;L8I1;FR0010204081;000A0F5BW
1120;ENGIE S.A. INH.      EO 1;GZF;FR0010208488;000A0ER6Q
1121;ALSTOM S.A. INH.     EO 7;AOMD;FR0010220475;000A0F7BK
1122;ELECTRICI.D.FRANCE E0-,50;E2F;FR0010242511;000A0HG6A
1123;LYX.JAP.(TOPIX)(DR) DEO;LYY4;FR0010245514;000A0ESMK
1124;LYXOR MSCI EUR.U.ETF D;LYY5;FR0010261198;000A0JDGC
1125;LYX.C.T.R./C.CRB TRUE A;LYY6;FR0010270033;000A0JC8F
1126;LYX.MSCI USA U.ETF D;LYYB;FR0010296061;000A0JMFG
1127;LYX.MSCI AC APXJ.UETF A;LYYC;FR0010312124;000LYX0AB
1128;LYX.MSCI WORLD U.ETF D;LYYA;FR0010315770;000LYX0AG
1129;LY.R.(D.J.R.GDR)UETF A;LYYE;FR0010326140;000LYX0AF
1130;L.TU.DJ TU.TI.20 UETF A;LYYG;FR0010326256;000LYX0AK
1131;LYX.ST.EU.600 A.P.UETF A;LYYN;FR0010344630;000LYX0AN
1132;LYX.STOXX E.600 TE.UETF A;LYYW;FR0010344796;000LYX0AW
1133;LYXOR ETF ST.E.600 TEL. A;LYYK;FR0010344812;000LYX0A1
1134;LYX.ST.EU.600 T.L.UETF A;LYYL;FR0010344838;000LYX0A2
1135;LYX.ST.E.600 UTIL.U.ETF A;LYYM;FR0010344853;000LYX0A3
1136;LYX.STOXX E.600 FB.UETFA;LYYR;FR0010344861;000LYX0AR
1137;LYX.STOXX EU.600 H.UETFA;LYYS;FR0010344879;000LYX0AS
1138;LYXOR ETF ST.EU.600 IN. A;LYYT;FR0010344887;000LYX0AT
1139;LYXOR ETF ST.E.600 INS. A;LYYQ;FR0010344903;000LYX0AQ
1140;LYX.STOXX E.600 M.U.ETF A;LYYU;FR0010344929;000LYX0AU
1141;LYXOR ETF ST.E.600 OIL A;LYMB;FR0010344960;000LYX0A9
1142;LYXOR RTF ST.E.600 P.H. A;LYYV;FR0010344978;000LYX0AV
1143;LYX.ST.E.600 RET.U.ETF A;LYYI;FR0010344986;000LYX0A0
1144;LYX.ST.EU.600 F.S.U.ETFA;LYMA;FR0010345363;000LYX0A4
1145;LYX.ST.EU.600 BANK.UETFA;LYYP;FR0010345371;000LYX0AP
1146;LYX.ST.E.600 B.R.U.ETF A;LYYX;FR0010345389;000LYX0AX
1147;LYX.ST.EU.600 CH.U.ETF A;LYYY;FR0010345470;000LYX0AY
1148;LYXOR ETF ST.E.600 CON. A;LYYZ;FR0010345504;000LYX0AZ
1149;LYX.CTR/C.CRB E-E UE A;LYYH;FR0010346205;000LYX0AL
1150;LYX.HONG KONG(HSI)U.ETF D;LYME;FR0010361675;000LYX0A7
1151;LYX.MSCI INDIA U.ETF CEO;LYMD;FR0010361683;000LYX0BA
1152;LYX.MSCI KOREA U.ETF CEO;LYMC;FR0010361691;000LYX0A8
1153;LYX.ST.EU.SE.DI.30 UETF D;LYMF;FR0010378604;000LYX0BB
1154;LYXOR MSCI MALAY.U.ETF A;LYQE;FR0010397554;000LYX0CW
1155;LYX.FTSE ATHEX L.C.UETF D;LYMH;FR0010405431;000LYX0BF
1156;LYXOR PRIVEX U.ETF D;LYM4;FR0010407197;000LYX0BH
1157;LYXOR BRAZIL(IB.)U.E. A;LYMG;FR0010408799;000LYX0BE
1158;LYX.MSCI EM LA.AM.U.ETF A;LYM0;FR0010410266;000LYX0B0
1159;LYXOR MSCI E.M.U.ETF C-EO;LYM7;FR0010429068;000LYX0BX
1160;LYX.MSCI TAIWAN U.ETF A;LYQD;FR0010444786;000LYX0CT
1161;LY.S.A.(F.J.T.40)UETF A;LYMV;FR0010464446;000LYX0BY
1162;LYX.EUROMTS CO.BD A.U.ETF;LRX2;FR0010481127;000LYX0B3
1163;LYXOR EURO CASH U.ETFA;L8I3;FR0010510800;000LYX0B6
1164;LYX.NEW ENERGY U.ETF D;LYM9;FR0010524777;000LYX0CB
1165;LYX.WORLD WATER U.ETF D;LYM8;FR0010527275;000LYX0CA
1166;SUEZ                 EO 4;SZ1;FR0010613471;000A0Q418
1167;LYX.MSCI AC AXJ.U.ETF A;LYQI;FR0010652867;000LYX0DM
1168;AMUNDI ETF MSCI EUROPE;CEUG;FR0010655696;000A0REJM
1169;AMUNDI ETF MSCI GERMANY;18MJ;FR0010655712;000A0REJQ
1170;AMUNDI ETF MSCI ITALY;GCI1;FR0010655720;000A0REJS
1171;AMUNDI ETF MSCI NORDIC;CN1G;FR0010655738;000A0REJU
1172;AMUNDI ETF MSCI SPAIN;AMES;FR0010655746;000A0REJT
1173;AMUNDI ETF MSCI SWITZ.;540J;FR0010655753;000A0REJV
1174;AMUNDI ETF MSCI UK;540K;FR0010655761;000A0REJR
1175;AMUNDI ETF EU STAP.;18M5;FR0010688168;000A0REJ1
1176;AMUNDI ETF MSCI EUR.BKS;18M3;FR0010688176;000A0REJZ
1177;AMUNDI ETF EU. DISC.;18M4;FR0010688184;000A0REJ0
1178;AMUNDI ETF MSCI EU.HEAL.;18M6;FR0010688192;000A0REJ2
1179;AMUNDI MSCI ETF EU.IND.;18M8;FR0010688218;000A0REJ3
1180;AMUNDI ETF MSCI EU.UTIL.;540D;FR0010688234;000A0REJ5
1181;AMUNDI ETF MSCI USA;ACU2;FR0010688275;000A0REJY
1182;AMUNDI ETF MSCI INDIA;18MK;FR0010713727;000A0RF48
1183;AMUNDI ETF MSCI EUR.TEL.;540C;FR0010713735;000A0RF46
1184;AMUNDI MSCI EUR.M.VOL.FAC;MIVA;FR0010713768;000A0RF45
1185;AMUNDI ETF MSCI CHINA;18MG;FR0010713784;000A0RF40
1186;AM.ETF MSCI E.EUR.EX RUSS;540G;FR0010717074;000A0RF41
1187;AMUNDI ETF EMU HGH DIV.;18M2;FR0010717090;000A0RF42
1188;LYXOR EURO C.BD U.ETF ACC;LYQJ;FR0010737544;000LYX0EE
1189;AMUNDI ETF EURO CRPS;TCC4;FR0010754119;000A0RNWE
1190;AMUNDI ETF EO INFLATION;18MU;FR0010754127;000A0RNWD
1191;AM.ETF G.BD EMTS B.IG 1-3;18MX;FR0010754135;000A0RNV6
1192;A.ETF G.B.EMTS B.IG 10-15;18MW;FR0010754143;000A0RNWA
1193;AM.ETF G.BD EMTS B.IG 3-5;18MY;FR0010754168;000A0RNV7
1194;AM.ETF G.BD EMTS B.IG 5-7;18MZ;FR0010754176;000A0RNV8
1195;A.ETF G.BD EMTS B.IG 7-10;18M0;FR0010754184;000A0RNV9
1196;AM.ETF G.B.EOMTS B.I.G.;CB3G;FR0010754192;000A0RNV5
1197;AMU.ETF CASH 3 M.EOM.I.G.;18M1;FR0010754200;000A0RNWC
1198;AMUNDI ETF LEV. USA;18MF;FR0010755611;000A0X8ZS
1199;AMUNDI ETF MSCI WLD;AMEW;FR0010756098;000A0X8ZX
1200;AMUNDI ETF MSCI WLD X EMU;18MP;FR0010756114;000A0RPV6
1201;AMUNDI ETF WLD EX EU.;CE8G;FR0010756122;000A0X8ZZ
1202;AMUNDI ETF STOXX EURO.50;AE50;FR0010790980;000A0X9QJ
1203;AMUN.ETF STXX EUR.600U.E.;AME6;FR0010791004;000A0X9R1
1204;AMUNDI ETF MSCI EUR MAT.;540B;FR0010791137;000A0X9SL
1205;AMUNDI ETF SHT USA;GC2U;FR0010791194;000A0X9PC
1206;LYX.E.C.BD X FI.U.ETF A;LYPJ;FR0010814236;000LYX0FJ
1207;AMUNDI ETF MSCI EU X EMU;540H;FR0010821819;000A0YF2V
1208;AM.ETF SH.GV.BD EOM.B.I.G;540P;FR0010821850;000A0YF8M
1209;A.ETF S.G.B.E.B.I.G 10-15;540Q;FR0010823385;000A0YF8L
1210;L.FTSE E./N.D.E.U.ETF D;LYPL;FR0010833558;000LYX0FL
1211;LY.FTSE E./N.U.S.UETF DEO;LYPM;FR0010833566;000LYX0FM
1212;LY.FTSE E./N.G.D.UETF DEO;LYPP;FR0010833574;000LYX0FP
1213;LYX.BU.DA.(-2X)INV.UETF A;LYQK;FR0010869578;000LYX0FW
1214;AM.ETF GO.BD L.R.EOM.I.G.;KX1G;FR0010892190;000A1C0B7
1215;AMUNDI ETF NASDAQ-100;6AQQ;FR0010892216;000A1C0B6
1216;AMUNDI ETF S+P 500;AUM5;FR0010892224;000A1C0B5
1217;AMUNDI ETF EUROSTOXX S.C.;ZESM;FR0010900076;000A1C0B9
1218;AMUNDI ETF MSCI EUR.ENER.;AMEE;FR0010930644;000A1C7AK
1219;AMUNDI ETF MSCI EMER.MKTS;AMEM;FR0010959676;000A1C9B1
1220;L.IBOXX DL L.E.M.S.UETF A;LYQS;FR0010967323;000LYX0L0
1221;LYX.BOFAML E.HYXFB.UETF D;LYQY;FR0010975771;000LYX0LY
1222;AMUNDI ETF MSCI EM ASIA A;AMEA;FR0011020965;000A1H918
1223;AMUNDI ETF MSCI EM L.AM.A;AMEL;FR0011020973;000A1H917
1224;LYX.BU.DA.(2X)LEV.UETF A;LYMI;FR0011023654;000LYX0L9
1225;LYX.MSCI INDON.U.ETF A;LYSZ;FR0011067511;000LYX0ME
1226;L.T.(SET50NET TR)UETF A;LYS0;FR0011067529;000LYX0MD
1227;LY.MSCI AL.CO.WO.UETF CEO;LYY0;FR0011079466;000LYX0MG
1228;L.E.HRMWGB.1-3Y(DR)UETF A;LYS4;FR0011146315;000LYX0M0
1229;L.E.HRMWGB.3-5Y(DR)UETF A;LYS5;FR0011146349;000LYX0MY
1230;L.EHRMWGB5-7Y(DR)UETF A;LYS6;FR0011146356;000LYX0MZ
1231;AMUN.E.J.TOP.U.E.D.HED.EO;TTPX;FR0011314277;000A1J4TX
1232;LYX.JAP.(TOPIX)(DR) DHEO;JPNH;FR0011475078;000LYX0NY
1233;AMUNDI ETF EO HYLB IBOXX;AHYE;FR0011494822;000A1W4E5
1234;BNPPE S+P 500 U.ETF CEO;ESEE;FR0011550185;000A1W4DP
1235;BNPPE ST.EUR.600 U.ETF C;ETSZ;FR0011550193;000A1W37K
1236;AMUNDI E.RUSS.2000 ETF EO;RS2K;FR0011636190;000A1W9FT
1237;LYX.EUROS.BA.(DR)UETF A;LYBK;FR0011645647;000LYX0RL
1238;AM.ETF GB LR E.IG 1-3 C;X13G;FR0011807015;000A111K4
1239;L.GE.MI.-CA.MDAX UETF D;MD4X;FR0011857234;000LYX0R1
1240;AMUNDI ETF FR E.COR.1-3 C;FRNE;FR0012005734;000A119G6
1241;AMUNDI ETF JPX-NIK.400 EO;JP40;FR0012205631;000A12EAZ
1242;L.IBOXX GE.1-3Y(DR)UETF A;DU13;FR0012283398;000LYX0SS
1243;LY.BAR.F.R.E.0-7YUETF A;NK4L;FR0012386696;000LYX0SW
1244;AMUNDI ETF FR DL CORP.C;FRNU;FR0012647451;000A14RGV
1245;AMUNDI ETF JPX-N.400 DHEO;JP4H;FR0012688299;000A14SVB
1246;AMUNDI ETF MSCI EU.BU.ETF;AMEB;FR0012805687;000A14V4W
1247;AM.ETF E.E.M.S.A.S.B. EOA;SMRE;FR0013040292;000A2ACPV
1248;BNPPE S+P 500 U.ETF EOH;ESEH;FR0013041530;000A14Z68
1249;AMUNDI ETF MSCI EU.MO.FC.;MJMT;FR0013140514;000A2AJXN
1250;AMUNDI ETF MSCI EU.QU.FC.;AMEQ;FR0013140522;000A2AJXM
1251;AMUNDI ETF FR DL CORP.EOH;FRNH;FR0013141462;000A2AG3Q
1252;AMUNDI ETF NASD.-100 D.H.;HNDX;FR0013188711;000A2APJ7
1253;SOLUTIONS 30 INH. EO-,51;30L2;FR0013188844;000A2AP0H
1254;AMUNDI ETF S+P 500 D.H.EO;H1D5;FR0013213444;000A2DK3R
1255;AMUNDI ETF IST. EUR.M.-F.;SMRN;FR0013284304;000A2H6MP
1256;BHP BILLITON       DL-,50;BIL;GB0000566504;908101
1257;DIAGEO PLC LS-,28935185;GUI;GB0002374006;851247
1258;BAE SYSTEMS PLC   LS-,025;BSP;GB0002634946;866131
1259;BRIT.AMER.TOBACCO  LS-,25;BMT;GB0002875804;916018
1260;IMPERIAL BRANDS PLC LS-10;ITB;GB0004544929;903000
1261;HSBC HLDGS PLC     DL-,50;HBC1;GB0005405286;923893
1262;RIO TINTO PLC      LS-,10;RIO1;GB0007188757;852147
1263;BP PLC             DL-,25;BPE5;GB0007980591;850517
1264;LLOYDS BKG GRP     LS-,10;LLD;GB0008706128;871784
1265;TESCO PLC          LS-,05;TCO;GB0008847096;852647
1266;GLAXOSMITHKLINE   LS-,25;GS7;GB0009252882;940561
1267;ASTRAZENECA PLC    DL-,25;ZEG;GB0009895292;886455
1268;BT GROUP PLC      LS 0.05;BTQ;GB0030913577;794796
1269;BARCLAYS PLC      LS 0,25;BCY;GB0031348658;850403
1270;DIALOG SEMICOND.   LS-,10;DLG;GB0059822006;927200
1271;ROYAL DUTCH SHELL A EO-07;R6C;GB00B03MLX29;000A0D94M
1272;ROYAL DUTCH SHELL B EO-07;R6C3;GB00B03MM408;000A0ER6S
1273;AIR BERLIN PLC    EO -,25;AB1;GB00B128C026;000AB1000
1274;THOMAS COOK GROUP  EO-,01;TCG;GB00B1VYCH82;000A0MR3W
1275;ANGLO AMERICAN DL-,54945;NGLB;GB00B1XZS820;000A0MUKL
1276;RECKITT BENCK.GRP LS -,10;3RB;GB00B24CGK77;000A0M1W6
1277;ROYAL BK SCOTLD GRP  LS 1;RYS1;GB00B7T77214;000A1JXTD
1278;NATIONAL GRID PLC;NNGF;GB00BDR05C01;000A2DQWX
1279;VODAFONE GROUP PLC;VODI;GB00BH4HKS39;000A1XA83
1280;ZEAL NETWORK SE      EO 1;TIM;GB00BHD66J44;000TPP024
1281;ERGOMED PLC       LS -,01;2EM;GB00BN7ZCY67;000A117XM
1282;CO.CCBI RQFII MON.MK.C EO;CCME;GB00BVJF7F66;000A14QCT
1283;CO.CCBI RQFII MON.MK.A CH;CCMR;GB00BVJF7G73;000A14QCU
1284;IS FTSEOFIRST 80U.ETF EOD;IQQ8;IE0004855221;657287
1285;IS CO.FTSE 100 U.ETF LSD;IUSZ;IE0005042456;552752
1286;ISHS II-STXX EUR.50 EODIS;EUN1;IE0008470928;935926
1287;IS FTSEUFI.100 U.ETF EOD;IQQ1;IE0030974079;633814
1288;ISHS-S+P 500 DL D;IUSA;IE0031442068;622391
1289;P.SHS EQQQ NASD.-100U.ETF;EQQQ;IE0032077012;801498
1290;ISHS-EO C.BD L.C.U.ETFEOD;IBCS;IE0032523478;778928
1291;IS DL CORP BD U.ETF DLD;IBCD;IE0032895942;911950
1292;IS MSCI JAP.U.ETF USD D;IQQJ;IE00B02KXH56;000A0DK60
1293;ISHS-CHINA LARGE CAP DL D;IQQC;IE00B02KXK85;000A0DK6Z
1294;ISHS-ESTXX MID UC. ETF;IQQM;IE00B02KXL92;000A0DK6Y
1295;IS EO STOXX SM.U.ETF EOD;IQQS;IE00B02KXM00;000A0DK61
1296;ISHS-MSCI WORLD DL D;IQQW;IE00B0M62Q58;000A0HGV0
1297;IS EO TO.MA.V.L.U.ETF EOD;IQQV;IE00B0M62T89;000A0HGV2
1298;IS EO.TO.MA.G.L.U.ETF EOD;IQQG;IE00B0M62V02;000A0HGV3
1299;IS EO I.L.GO.BD U.ETF EOA;IBCI;IE00B0M62X26;000A0HGV1
1300;ISHS-UK DIVIDEND LS D;IQQD;IE00B0M63060;000A0HGV6
1301;IS MSCI EM U.ETF USD D;IQQE;IE00B0M63177;000A0HGWC
1302;IS EUR.PROP.YI.U.ETF EOD;IQQP;IE00B0M63284;000A0HGV5
1303;ISHS-MSCI KOREA DL D;IQQK;IE00B0M63391;000A0HGWD
1304;IS MSCI BRAZ.U.ETF USD D;IQQB;IE00B0M63516;000A0HGWA
1305;ISHS-MSCI TAIWAN DL D;IQQT;IE00B0M63623;000A0HGWE
1306;IS MSCI AC FEXJ.U.ETF DLD;IQQF;IE00B0M63730;000A0HGV9
1307;ISHS-MSCI EAST.EUR.C.DL D;IQQR;IE00B0M63953;000A0HGWB
1308;ISHS-MSCI NTH AMERICA DLD;IQQN;IE00B14X4M10;000A0J201
1309;IS MSCI EU.XUK U.ETF EOD;IQQU;IE00B14X4N27;000A0J204
1310;IS EO G.B.1-3YR U.ETF EOD;IBCA;IE00B14X4Q57;000A0J205
1311;IS DL T.BD1-3YR U.ETF DLD;IUSU;IE00B14X4S71;000A0J202
1312;ISHS-ASIA PAC.DIV.DL D;IQQX;IE00B14X4T88;000A0J203
1313;ISHSII-ASIA PROP.YLD DLD;IQQ4;IE00B1FZS244;000A0LEQL
1314;ISHSII-DEV.MKT.PR.Y.DLDIS;IQQ6;IE00B1FZS350;000A0LEW8
1315;ISHSII-GL INFRASTR.DLDIS;IQQI;IE00B1FZS467;000A0LEW9
1316;ISHSII-MSCI TURKEY DLDIS;IQQ5;IE00B1FZS574;000A0LEW5
1317;ISHSII-EO G.BD3-5YR EODIS;IBCN;IE00B1FZS681;000A0LGP6
1318;ISHSII-DLT.BD7-10YR DLDIS;IUSM;IE00B1FZS798;000A0LGP4
1319;ISHSII-EO G.BD 7-10YR EOD;IBCM;IE00B1FZS806;000A0LGQA
1320;ISHSII EO G.BD15-30YR EOD;IBCL;IE00B1FZS913;000A0LGP5
1321;ISHSII-DL TIPS DL ACC;IUST;IE00B1FZSC47;000A0LGP8
1322;ISHSII-US PROP.YLD DLDIS;IQQ7;IE00B1FZSF77;000A0LEW6
1323;ISHSII-LIST.PRIV.EQ.DLDIS;IQQL;IE00B1TXHL60;000A0MM0N
1324;ISHSII-GL.WATER DLDIS;IQQQ;IE00B1TXK627;000A0MM0S
1325;ISHSII-BRIC 50 DL DIS;IQQ9;IE00B1W57M07;000A0MR61
1326;ISHSII-GL.CL.ENERGY DLDIS;IQQH;IE00B1XNHC34;000A0MW0M
1327;ISHSII-MSCI EUROPE EODIS;IQQY;IE00B1YZSC51;000A0MZWQ
1328;P.SHS FTSE RA.US1000U.ETF;6PSA;IE00B23D8S39;000A0M2EA
1329;P.SHS FTSE RAF.EURO.U.ETF;6PSC;IE00B23D8X81;000A0M2EC
1330;P.SHS FTS.RA.E.M.-S.U.ETF;6PSD;IE00B23D8Y98;000A0M2ED
1331;P.SHS DYNAMI.US MKT.U.ETF;6PSH;IE00B23D9240;000A0M2EH
1332;P.SHS FTSE RA.EM.MK.U.ETF;6PSK;IE00B23D9570;000A0M2EK
1333;P.SHS FTSE R.A-W3000U.ETF;PSWD;IE00B23LNQ02;000A0M2EN
1334;ISHSII-MSCI EM LAT.AM.DLD;IUSC;IE00B27YCK28;000A0NA45
1335;ISHSII-JPM DL EM BD DLDIS;IUS7;IE00B2NPKV68;000A0NECU
1336;ISHSII-EM INFRASTR.DLDIS;IUS8;IE00B2NPL135;000A0NECV
1337;ISHSIII-S+P SM.CAP600 DLD;IUS3;IE00B2QWCY14;000A0Q1YY
1338;ISHSIII-MSCI J.SM.CAP DLD;IUS4;IE00B2QWDY88;000A0Q1YX
1339;ISHSIII-G.I.L.GOV.B.DLACC;IUS5;IE00B3B8PX14;000A0Q41X
1340;ISHSIII-EO COV.BD EO DIS;IUS6;IE00B3B8Q275;000A0Q41Y
1341;P.SHS EO.MTS CA.3MO.U.ETF;PJEU;IE00B3BPCH51;000A0RAC9
1342;ISHSIII-EO AGGR.BD EO DIS;EUN4;IE00B3DKXQ41;000A0RGEN
1343;ISHSIII-GL.AGGR.BD DL DIS;EUNU;IE00B3F81409;000A0RGEQ
1344;ISHSIII-MSCI EM SM.C.DL D;EUNI;IE00B3F81G20;000A0RGER
1345;ISHSIII-GL.GOV.BD DL DIS;EUN3;IE00B3F81K65;000A0RGEM
1346;ISHSIII-C.EO CORP.B.EODIS;EUN5;IE00B3F81R35;000A0RGEP
1347;ISHSIII-EO G.BD 0-1YR EOD;EUN6;IE00B3FH7618;000A0RGEL
1348;SOURCE-S.MSCI EUR.VALUE A;EMSV;IE00B3LK4Z20;000A1JUK7
1349;SOURCE-S.E.STXX OPT.BKS A;S7XE;IE00B3Q19T94;000A1JFG7
1350;VANG.FTSE A.-WO.U.ETF DL;VGWL;IE00B3RBWM25;000A1JX52
1351;SPDR BL.BA.EO GO.BD U.ETF;SYBB;IE00B3S5XW04;000A1JJTP
1352;SPDR BL.BA.EO CO.BD U.ETF;SYBC;IE00B3T9LM79;000A1JJTQ
1353;ISHSVII-EOGB.3-7YR EO ACC;SXRP;IE00B3VTML14;000A0X8SL
1354;ISHSVII-EOGB.7-10YR EOACC;SXRQ;IE00B3VTN290;000A0X8SM
1355;VANGUARD FTSE EM U.ETF DL;VFEM;IE00B3VVMM84;000A1JX51
1356;ISHSVII-MSCI UK S.C.LSACC;SXRD;IE00B3VWLG82;000A0X8R9
1357;ISHSVII-MSCI USA SC DL AC;SXRG;IE00B3VWM098;000A0X8SB
1358;ISHSVII-MSCI EMU SC EOACC;SXRJ;IE00B3VWMM18;000A0X8SE
1359;ISHSVII-DLTB.3-7YR DL ACC;SXRL;IE00B3VWN393;000A0X8SH
1360;ISHSVII-DLTB.7-10YR DLACC;SXRM;IE00B3VWN518;000A0X8SJ
1361;SPDR B.B.US.CORP.BD U.ETF;SYB1;IE00B3VY0M37;000A1JJTU
1362;SPDR BL.BA.UK GILT UETF;SYBG;IE00B3W74078;000A1JJTR
1363;ISHSV-S+500INF.T.SECT.DLA;QDVE;IE00B3WJKG14;000A142N1
1364;VANGUARD S+P 500 U.ETF DL;VUSA;IE00B3XXRP09;000A1JX53
1365;X(IE)-PORTFOLIO INC. 1DEO;XS7W;IE00B3Y8D011;000A1C1G8
1366;SPDR MSCI ACWI IMI ETF;SPYI;IE00B3YLTY66;000A1JJTD
1367;X(IE)-EUR CRED.12.5 SWAP;D3V3;IE00B3Z66S39;000A1C1PC
1368;ICS-INS-EO LIQUI.PRE.ACC.;I8IA;IE00B3ZJFC95;000A1W6RN
1369;ISHSV-S+P500 EUR HGD ACC;IBCF;IE00B3ZW0K18;000A1C5E9
1370;ISHSV-S+P500C.S.SECT.DL A;2B7D;IE00B40B8R38;000A142NW
1371;SPDR BL.BA.EO AG.BD U.ETF;SYBA;IE00B41RYL63;000A1JJTM
1372;ISHSV-SPAIN GOVT BD EO D;IS0P;IE00B428Z604;000A1JXZK
1373;ISHSV-S+P500ENER.SECT.DLA;QDVF;IE00B42NKQ00;000A142NX
1374;VANG.U.K. GILT U.ETF LSD;VGOV;IE00B42WWV65;000A1JX55
1375;ISHSV-MSCI JAPAN EO HDG A;IBCG;IE00B42Z5J44;000A1C5E6
1376;SPDR MSCI EM EUROPE ETF;SPYB;IE00B431K857;000A1JJTJ
1377;ISHSV-S+P500H.CA.SECT.DLA;QDVG;IE00B43HR379;000A142NZ
